976934704665554945;2016-01-01T00:35:43.999Z;RT @o...
976931123442851841;2016-01-01T00:37:38.328Z;RT @e...
976931007604707328;2016-01-01T00:57:11.824Z;RT @p...
976262180822712323;2016-01-01T01:49:23.537Z;RT @p...
976946627209584640;2016-01-01T03:01:06.865Z;RT @b...
976931970314919937;2016-01-01T03:34:31.578Z;Marve...
976941558049239040;2016-01-01T06:13:21.091Z;RT @A...
976939025813536768;2016-01-01T07:56:40.799Z;RT @k...
976933469937897472;2016-01-01T08:05:56.276Z;RT @M...
976936006963384321;2016-01-01T09:08:38.294Z;RT @b...
976936880498446336;2016-01-01T09:47:58.865Z;yummy...
976934040304603137;2016-01-01T10:40:38.734Z;RT @d...
976935786678505473;2016-01-01T13:18:55.035Z;RT @N...
976933764638134272;2016-01-01T14:53:51.229Z;RT @M...
976946104800501760;2016-01-01T16:34:38.285Z;RT @d...
976944232316497920;2016-01-01T16:36:09.159Z;RT @M...
976941824748253184;2016-01-01T19:11:12.425Z;RT @S...
976941848227958784;2016-01-01T19:12:10.736Z;#tbt ...
976944667748130816;2016-01-01T22:09:17.565Z;RT @K...
976945686896873472;2016-01-02T00:41:50.529Z;RT @M...
976930095037403137;2016-01-02T01:57:31.037Z;RT @G...
976933763509866496;2016-01-02T05:39:25.198Z;RT @N...
976934120637988865;2016-01-02T05:56:32.565Z;RT @r...
976945562204418050;2016-01-02T06:32:24.759Z;RT @a...
976940429408194560;2016-01-02T12:46:37.776Z;RT @k...
976934265836396545;2016-01-02T15:53:25.534Z;RT @M...
976941913218535424;2016-01-02T21:37:55.442Z;RT @R...
976945077850386432;2016-01-02T22:03:07.573Z;RT @a...
976941935574138880;2016-01-03T02:34:09.288Z;RT @s...
976927542128054272;2016-01-03T03:28:21.384Z;RT @_...
976940673302712321;2016-01-03T05:27:10.414Z;RT @Q...
976929803596054528;2016-01-03T06:40:48.600Z;Our s...
976932023637028864;2016-01-03T07:08:03.876Z;RT @M...
976940450266472448;2016-01-03T08:07:45.967Z;RT @_...
976939580065710080;2016-01-03T08:32:00.904Z;RT @b...
976930310305861632;2016-01-03T09:01:25.851Z;RT @a...
976942668721901568;2016-01-03T09:04:45.352Z;RT @Y...
976944971986202624;2016-01-03T13:14:49.515Z;RT @M...
976929269447262208;2016-01-03T13:30:51.753Z;marve...
976942290320097280;2016-01-03T14:12:29.988Z;RT @g...
976943575937224709;2016-01-03T16:24:27.325Z;今後のレポ...
976928521183481861;2016-01-03T17:21:33.882Z;Marve...
976938843747373057;2016-01-03T21:21:21.377Z;RT @A...
976929290607579136;2016-01-03T23:09:09.478Z;RT @r...
976932690057400320;2016-01-03T23:59:11.638Z;RT @w...
976945067268165633;2016-01-04T01:50:11.540Z;RT @I...
976940602465177600;2016-01-04T03:55:14.650Z;RT @E...
976932872396460032;2016-01-04T05:14:27.944Z;RT @a...
976932023171391488;2016-01-04T05:16:06.990Z;RT @M...
976936446681600002;2016-01-04T06:34:48.483Z;RT @l...
976932216499572736;2016-01-04T06:50:24.506Z;RT @R...
976946781249527808;2016-01-04T06:50:47.842Z;@hodo...
976928660459524097;2016-01-04T08:06:33.346Z;RT @i...
976936483457204224;2016-01-04T08:29:35.514Z;RT @m...
976936048658927618;2016-01-04T09:11:54.483Z;RT @t...
976932575615873025;2016-01-04T12:46:59.472Z;RT @L...
976942518108606464;2016-01-04T12:58:31.026Z;RT @r...
976932247638028288;2016-01-04T14:04:34.074Z;RT @M...
976934286241796096;2016-01-04T15:50:21.028Z;The #...
976936882700455936;2016-01-04T19:05:03.498Z;RT @j...
976935981784977408;2016-01-04T19:52:31.948Z;RT @M...
976940420088307713;2016-01-04T21:41:59.917Z;RT @_...
976926039044775936;2016-01-04T22:17:56.166Z;RT @A...
976941114405064704;2016-01-04T22:57:33.254Z;¿Recu...
976940054886072321;2016-01-04T23:06:11.052Z;RT @_...
976940527454171136;2016-01-04T23:29:24.329Z;RT @B...
976925892919279616;2016-01-04T23:56:52.126Z;RT @A...
976945572560109569;2016-01-05T01:05:34.880Z;📷 ji...
976944568137670656;2016-01-05T02:57:39.441Z;RT @M...
976946648042455040;2016-01-05T04:04:12.525Z;RT @a...
976941435885940737;2016-01-05T05:01:21.316Z;RT @b...
976933678554083328;2016-01-05T07:58:40.077Z;RT @d...
976940250122481670;2016-01-05T08:25:00.394Z;RT @N...
976938610711769091;2016-01-05T11:14:32.085Z;RT @s...
976940612061556736;2016-01-05T13:03:13.852Z;RT @a...
976937917292711937;2016-01-05T14:11:45.791Z;Weird...
976932164653662208;2016-01-05T15:23:59.098Z;RT @M...
976932042171715585;2016-01-05T16:40:58.725Z;TRATA...
976946147972599808;2016-01-05T16:52:11.880Z;RT @_...
976936884114022402;2016-01-05T17:44:53.924Z;RT @a...
976925861059416065;2016-01-05T18:36:55.351Z;RT @_...
976934281468629001;2016-01-05T19:49:07.952Z;RT @K...
976930437657432064;2016-01-05T23:54:48.543Z;RT @b...
976261591019802625;2016-01-06T01:59:56.002Z;RT @Q...
976935511041376262;2016-01-06T03:19:02.948Z;RT @s...
976945062872567808;2016-01-06T05:51:30.445Z;RT @i...
976933562279759875;2016-01-06T06:33:42.126Z;RT @M...
976937695770537984;2016-01-06T12:33:45.059Z;RT @V...
976940794832711683;2016-01-06T15:00:22.047Z;RT @_...
976943001120493568;2016-01-06T17:07:58.222Z;jvien...
976932329779326979;2016-01-06T18:29:25.300Z;RT @H...
976942462823526401;2016-01-07T00:06:21.304Z;RT @a...
976926210222710785;2016-01-07T02:53:41.856Z;RT @n...
976942068894494722;2016-01-07T03:44:12.760Z;RT @_...
976934975676342274;2016-01-07T04:10:45.009Z;Marve...
976944061885108224;2016-01-07T05:45:50.961Z;RT @_...
976941747409440773;2016-01-07T07:12:27.108Z;Marve...
976937663038218240;2016-01-07T07:31:16.225Z;RT @j...
976933586107592704;2016-01-07T10:01:14.478Z;RT @_...
976930582411272194;2016-01-07T10:06:52.526Z;RT @d...
976930912188420096;2016-01-07T14:35:23.409Z;RT @m...
